timestamp,SCALED_IMU2.time_boot_ms,SCALED_IMU2.xacc,SCALED_IMU2.yacc,SCALED_IMU2.zacc,SCALED_IMU2.xgyro,SCALED_IMU2.ygyro,SCALED_IMU2.zgyro,SCALED_IMU2.xmag,SCALED_IMU2.ymag,SCALED_IMU2.zmag,SCALED_IMU2.temperature
1437196056.78286386,233875,33,-8,-1002,17,-22,9,102,236,-539,0
1437196057.13205194,234357,48,-3,-991,15,-19,6,102,239,-545,0
1437196057.37494802,234879,36,3,-990,21,-19,17,104,233,-541,0
1437196057.71825600,235403,38,-4,-1002,21,-13,12,102,238,-543,0
1437196058.23139191,235844,36,-13,-992,22,-19,14,105,235,-546,0
1437196058.64644790,236286,41,-5,-997,19,-22,12,102,238,-543,0
1437196059.05876803,236728,34,-1,-989,17,-18,11,105,234,-544,0
1437196059.47489595,237170,42,-7,-992,18,-14,9,104,236,-548,0
1437196059.91797996,237613,39,-12,-997,21,-13,12,104,234,-546,0
1437196060.41120386,238055,48,-9,-1000,20,-18,10,103,233,-540,0
1437196060.82161593,238457,32,-5,-992,18,-13,6,102,239,-544,0
1437196061.12945199,238819,42,-13,-1003,22,-19,9,103,235,-539,0
1437196061.54361200,239180,44,-4,-994,14,-16,9,104,234,-543,0
1437196061.95696402,239542,38,4,-1005,22,-15,11,103,236,-548,0
1437196062.37106800,239904,42,-7,-990,21,-17,4,102,237,-540,0
1437196062.78423190,240266,43,-5,-989,17,-16,5,103,237,-544,0
1437196063.10239983,240628,37,-8,-1003,21,-18,7,104,237,-546,0
1437196063.43659997,240989,44,-3,-1004,17,-23,2,103,237,-540,0
1437196063.71964383,241351,46,-11,-996,20,-12,10,101,238,-545,0
1437196064.04173994,241712,49,0,-1009,10,-10,7,105,236,-547,0
1437196064.44203186,242075,40,0,-988,17,-17,7,104,236,-540,0
1437196064.91909194,242437,33,0,-1004,19,-14,9,104,235,-545,0
1437196065.28227186,242799,38,1,-1002,17,-19,10,104,237,-547,0
1437196065.52335596,243160,43,-2,-1008,11,-19,5,105,234,-542,0
1437196065.89081192,243522,48,-3,-986,17,-19,9,104,235,-543,0
1437196066.31662798,243844,47,-10,-1005,17,-17,11,103,237,-545,0
1437196066.55779982,244166,38,-10,-997,16,-26,8,104,238,-547,0
1437196066.78695583,244487,41,-4,-998,23,-21,7,103,240,-544,0
1437196067.13359594,244808,41,-8,-1003,26,-23,5,104,235,-547,0
1437196067.55815196,245089,41,3,-1001,17,-21,9,102,236,-543,0
1437196067.81733203,245371,37,0,-1002,23,-22,18,103,238,-544,0
1437196068.03943205,245652,40,0,-1002,16,-23,8,104,237,-547,0
1437196068.42054796,245933,37,0,-1008,19,-17,10,103,237,-545,0
1437196068.66167593,246216,46,-1,-986,15,-22,8,105,234,-542,0
1437196069.06291199,246497,37,0,-997,17,-20,5,104,234,-542,0
1437196069.47399998,246778,42,-1,-1002,20,-17,7,103,235,-547,0
1437196069.88742399,247059,45,0,-1003,16,-17,9,101,238,-544,0
1437196070.24181986,247339,40,-2,-992,20,-14,1,103,234,-542,0
1437196070.65455198,247621,37,-6,-996,21,-21,7,105,233,-542,0
1437196071.06885600,247902,49,-9,-990,19,-12,4,103,239,-545,0
1437196071.43579602,248184,46,-7,-998,19,-17,15,105,234,-543,0
1437196071.72411585,248465,35,-5,-997,25,-22,2,103,237,-544,0
1437196071.94111991,248867,40,-5,-998,22,-17,4,103,238,-545,0
1437196072.18130803,249269,42,-8,-991,19,-10,7,103,237,-539,0
1437196072.55331588,249670,46,2,-1004,14,-18,8,104,236,-547,0
1437196072.77445197,250192,35,0,-1005,19,-18,11,107,237,-546,0
1437196073.03165603,250715,38,-3,-1000,16,-19,7,107,236,-543,0
1437196073.66183591,251278,35,-7,-995,19,-17,2,106,239,-544,0
1437196074.07495189,251759,49,-8,-997,17,-22,6,107,235,-542,0
1437196074.49114394,252181,40,-3,-986,18,-21,8,107,236,-547,0
1437196074.89621592,252603,39,-12,-1003,19,-16,4,108,236,-547,0
1437196075.47452402,252985,38,7,-995,20,-18,5,105,240,-544,0
1437196075.82865191,253366,48,-2,-1001,21,-14,9,105,239,-544,0
1437196076.24193192,253748,40,3,-993,19,-23,7,107,239,-549,0
1437196076.71504402,254130,38,-1,-995,23,-13,10,107,235,-548,0
1437196077.06839204,254511,46,-6,-984,20,-17,3,107,236,-544,0
1437196077.42638397,254894,40,-6,-993,22,-16,5,105,238,-540,0
1437196077.89659595,255276,44,-1,-997,21,-24,5,106,236,-546,0
1437196078.34480405,255656,49,-6,-986,16,-26,4,107,235,-541,0
1437196078.56525588,256038,40,0,-1000,17,-17,10,106,238,-542,0
1437196078.81202388,256419,42,-5,-988,17,-18,3,105,240,-543,0
1437196079.09195185,256801,50,-7,-1003,16,-13,5,106,237,-546,0
1437196079.55331993,257183,48,-9,-987,20,-16,4,106,238,-547,0
1437196079.89445996,257564,42,-12,-993,21,-14,10,107,237,-547,0
1437196080.45650792,257946,45,-2,-995,20,-24,4,106,239,-546,0
1437196080.72580004,258328,42,-5,-993,13,-21,4,107,239,-547,0
1437196081.11080790,258709,49,0,-995,22,-23,3,108,234,-543,0
1437196081.44508386,259090,38,0,-1004,17,-14,8,105,238,-539,0
1437196081.83018804,259473,46,-6,-997,22,-14,5,107,239,-543,0
1437196098.20188785,15986,37,-2,-993,0,-2,0,105,237,-543,0
1437196098.55290794,16228,36,-5,-1001,0,0,-1,105,235,-548,0
1437196098.78398800,16469,44,4,-994,3,-4,6,103,239,-545,0
1437196099.13130403,16710,36,-2,-996,-4,-3,-4,104,236,-544,0
1437196099.48939991,16951,36,-4,-977,0,-2,0,103,236,-543,0
1437196099.79539585,17193,44,-5,-1005,0,-6,-2,105,236,-547,0
1437196100.02757597,17434,51,-9,-987,0,1,3,106,238,-545,0
1437196100.37482786,17675,48,-3,-1001,-4,0,-1,104,237,-549,0
1437196100.78790402,17916,42,-7,-986,0,-2,-4,103,238,-546,0
1437196101.26113200,18157,45,-3,-993,-3,6,-3,105,236,-547,0
1437196101.67321992,18399,46,1,-1008,3,-1,0,104,238,-545,0
1437196102.10736394,18760,40,-8,-991,0,0,-2,103,236,-546,0
1437196102.55069590,19122,40,1,-990,3,-1,-2,107,235,-548,0
1437196102.88978004,19483,39,-8,-994,0,4,0,104,239,-545,0
1437196103.10789990,19844,52,-11,-996,1,6,1,106,236,-541,0
1437196103.33995986,20207,45,-5,-981,2,0,0,105,236,-546,0
1437196103.64706397,20695,45,4,-995,0,2,0,105,234,-542,0
1437196103.87013984,21177,42,-3,-1002,0,-7,0,105,237,-548,0
1437196104.13539982,21780,40,-8,-996,-4,-1,-2,105,239,-545,0
1437196104.62453985,22423,41,-7,-995,-3,-5,-3,106,236,-547,0
1437196105.24368787,23066,43,-3,-994,-1,0,1,104,238,-545,0
1437196105.85994792,23628,47,-2,-998,-2,-3,-1,105,238,-545,0
1437196106.27523184,24110,41,0,-1002,1,-7,-1,105,235,-542,0
1437196106.78535604,24593,43,-10,-982,-1,1,0,105,238,-545,0
1437196107.25871587,25015,49,-6,-1004,-2,-4,-1,105,234,-541,0
1437196107.61205602,25436,41,-4,-999,-2,-4,1,105,238,-546,0
1437196108.02600789,25857,47,-3,-991,-2,-7,0,105,236,-545,0
1437196108.51711583,26239,38,-7,-1006,-3,-3,2,107,237,-547,0
1437196108.95247197,26622,37,-11,-998,-1,1,-2,105,238,-546,0
1437196109.33748794,27004,37,-5,-991,0,-2,5,104,239,-544,0
1437196109.69660401,27384,54,-7,-994,0,-5,-1,105,238,-547,0
1437196109.95568800,27766,39,-2,-1002,3,-3,-5,105,238,-547,0
1437196110.51306796,28147,39,0,-987,-6,-1,-3,105,235,-542,0
1437196110.86511183,28530,41,-2,-993,5,1,-1,104,239,-544,0
1437196111.18176794,28912,44,-2,-993,3,0,2,104,238,-543,0
1437196111.54549599,29293,39,-1,-995,3,-3,-4,106,235,-542,0
1437196112.02263999,29675,47,0,-984,-3,-2,0,104,239,-546,0
1437196112.43279982,30057,46,0,-1000,-5,0,0,103,238,-541,0
1437196112.85614395,30438,36,2,-1003,0,-2,-1,105,238,-547,0
1437196113.31014395,30821,48,-5,-997,-3,0,-5,105,237,-547,0
1437196113.64432001,31202,36,-7,-1004,0,-1,2,106,237,-546,0
1437196113.88631988,31584,52,-8,-999,2,-5,3,104,239,-543,0
1437196114.23875594,31965,39,0,-995,0,-2,6,104,239,-543,0
1437196114.66471982,32346,48,-4,-999,1,-3,-3,105,235,-541,0
1437196114.92186403,32728,39,3,-975,-7,5,-4,104,238,-546,0
1437196115.27199197,33110,48,-3,-987,2,0,1,105,238,-545,0
1437196115.69815588,33492,41,-6,-990,-2,-4,0,105,238,-542,0
1437196116.09925985,33874,33,-4,-1007,-4,-2,-1,105,239,-547,0
1437196116.52457595,34214,51,-6,-993,0,-3,4,105,236,-542,0
1437196116.78365183,34556,34,-9,-999,3,3,-3,103,239,-543,0
1437196117.13376403,34897,46,-8,-994,0,-5,-2,105,238,-547,0
1437196117.55993986,35239,43,-12,-1006,-2,-1,-3,106,235,-544,0
1437196117.81918001,35581,43,-4,-996,-2,5,-2,104,240,-543,0
1437196118.16918397,35922,41,-2,-999,2,-2,-1,104,238,-546,0
1437196118.59537983,36264,46,-4,-996,-2,7,-3,104,237,-544,0
1437196118.95848393,36606,48,-1,-990,3,-2,0,103,238,-538,0
1437196119.17668796,36947,42,-4,-995,-2,5,0,104,240,-543,0
1437196119.56288004,37288,33,-18,-993,-9,0,-4,105,235,-544,0
1437196119.88985205,37629,45,3,-988,-9,3,-3,105,237,-538,0
1437196120.14002800,37972,43,7,-998,3,0,-2,106,241,-542,0
1437196120.55621195,38312,42,0,-993,7,-6,-4,107,234,-543,0
1437196120.89434791,38654,39,-4,-995,15,-18,1,105,239,-544,0
1437196121.17442393,38995,52,0,-1007,2,-2,0,104,239,-544,0
1437196121.52550793,39335,44,-7,-1010,17,-16,5,107,236,-546,0
1437196121.89581585,39677,42,-3,-998,-8,0,-6,105,240,-544,0
1437196122.24189591,39979,45,-6,-999,1,6,0,105,239,-543,0
1437196122.58603597,40280,40,2,-990,-2,-3,-6,106,237,-547,0
1437196122.93120790,40582,50,-7,-994,-1,0,-2,104,237,-538,0
1437196123.34661603,40883,49,-9,-1001,-4,-1,5,106,238,-546,0
1437196123.68948388,41184,43,-7,-1002,-5,4,0,106,238,-547,0
1437196124.00865602,41485,48,0,-988,0,-7,-3,107,236,-541,0
1437196124.23876786,41787,41,-5,-989,-3,-5,3,107,235,-543,0
1437196124.59792399,42089,47,-8,-1002,2,0,1,106,238,-544,0
1437196124.83591604,42391,44,-3,-991,-1,-1,-4,107,235,-544,0
1437196125.10302782,42691,46,-12,-999,0,-4,3,104,239,-546,0
1437196125.42527986,42993,43,-1,-987,-4,-1,-1,104,238,-543,0
1437196125.68935990,43294,41,-12,-996,-2,3,-3,107,235,-547,0
1437196126.06876802,43596,37,0,-996,2,4,4,105,239,-543,0
1437196126.28680396,43898,46,-14,-1002,-3,1,-1,105,236,-545,0
1437196126.52767992,44200,46,-10,-1000,-4,1,1,106,235,-546,0
1437196126.87855601,44502,50,0,-991,1,-2,0,107,233,-542,0
1437196127.13599586,44803,40,-5,-1007,0,3,-1,106,236,-542,0
1437196127.35793591,45105,45,-5,-986,0,3,-2,105,239,-543,0
1437196127.70808387,45406,51,-7,-1005,4,-2,-1,106,237,-544,0
1437196127.96814799,45708,42,-6,-999,0,-4,-1,105,236,-541,0
1437196128.60043597,46010,36,4,-991,-1,5,0,105,238,-543,0
1437196128.86968803,46312,40,0,-997,3,-1,1,106,235,-547,0
1437196129.25479198,46613,46,-8,-996,0,10,-1,104,238,-543,0
1437196129.60397601,46915,42,2,-992,-2,-4,2,106,237,-546,0
1437196129.83602786,47216,37,-4,-988,2,-5,0,106,236,-546,0
1437196130.24117994,47557,45,1,-988,-1,0,-6,106,236,-541,0
1437196130.59443593,47900,49,-5,-1001,5,-5,1,105,237,-545,0
1437196131.00905204,48241,47,-6,-1002,1,-4,6,106,237,-546,0
1437196131.48081589,48582,46,-7,-992,0,2,-1,104,235,-544,0
1437196131.77379990,48964,41,0,-988,3,-11,3,106,235,-541,0
1437196132.08796787,49346,46,-10,-998,-1,-2,2,106,235,-546,0
1437196132.32812405,49728,43,1,-992,1,4,-4,104,236,-539,0
1437196132.77126002,50150,49,-11,-993,0,0,-3,104,239,-544,0
1437196133.08850002,50571,40,-4,-986,2,-5,0,107,235,-543,0
1437196133.34746003,50993,40,-2,-980,-1,3,-1,107,236,-546,0
1437196133.69761586,51416,40,0,-1003,0,-3,3,106,237,-547,0
1437196134.03968787,51838,48,2,-1000,0,-4,2,106,239,-546,0
1437196134.53717995,52260,47,-4,-994,-1,5,2,106,236,-547,0
1437196134.83213592,52682,47,-3,-992,0,-3,7,104,239,-541,0
1437196135.25429583,53064,50,-3,-997,-2,-1,0,106,234,-541,0
1437196135.61758804,53445,46,-7,-1001,4,-3,-1,107,236,-547,0
1437196136.00860405,53828,37,-8,-984,-4,7,-2,107,234,-543,0
1437196136.34672403,54169,44,-5,-998,3,-1,-1,104,238,-544,0
1437196136.70191598,54510,48,-5,-998,-4,-3,-4,106,236,-548,0
1437196137.00209594,54852,51,-13,-1000,-2,0,-3,106,237,-548,0
1437196137.32605600,55154,40,-2,-1000,7,-4,0,104,238,-543,0
1437196137.65926003,55456,45,-1,-992,0,0,1,107,238,-549,0
1437196138.00651598,55757,55,-1,-993,5,-3,1,106,237,-540,0
1437196138.22859597,56059,41,-3,-991,0,-7,-2,104,239,-545,0
1437196138.56873202,56360,43,0,-991,1,-4,0,106,236,-545,0
1437196138.91304803,56662,44,-5,-996,0,-2,0,105,239,-546,0
1437196139.14396000,56964,46,-2,-985,1,0,0,106,234,-540,0
1437196139.55435991,57265,45,0,-1000,3,-5,3,107,235,-548,0
1437196139.97627997,57567,44,-9,-982,0,-2,1,106,237,-545,0
1437196140.32343602,57869,46,-2,-993,-4,-3,3,106,235,-543,0
1437196140.74874783,58170,41,-7,-1005,0,-3,6,105,236,-539,0
1437196141.00370002,58472,48,-2,-979,-4,-6,-3,105,237,-547,0
1437196141.35778785,58774,49,0,-994,1,-3,-6,106,238,-538,0
1437196141.78427196,59075,41,-1,-990,0,-1,2,104,239,-544,0
1437196142.02315593,59376,36,2,-998,3,-6,1,107,233,-546,0
1437196142.28219604,59718,43,13,-991,0,1,-1,104,238,-545,0
1437196142.70644403,60060,49,-2,-983,-2,1,1,105,241,-544,0
1437196142.97460794,60401,35,4,-985,0,0,6,106,236,-545,0
1437196143.32984400,60743,43,-14,-989,1,2,0,104,240,-544,0
1437196143.68081594,61085,49,3,-1001,0,-6,-6,106,237,-539,0
1437196143.92209983,61426,44,4,-991,0,-10,2,106,236,-545,0
1437196144.32322788,61808,43,-17,-995,-1,4,3,104,237,-545,0
1437196144.78234792,62190,46,-8,-989,4,-8,3,105,238,-538,0
1437196145.03043985,62572,41,-2,-993,2,0,6,106,235,-546,0
1437196145.36115599,62954,35,-8,-996,2,-6,0,107,235,-542,0
1437196145.85293603,63335,38,-4,-995,4,-3,-1,105,238,-545,0
1437196146.23309183,63717,47,2,-995,-2,4,-3,105,239,-543,0
1437196146.49413204,64100,42,-8,-999,2,-1,0,104,239,-545,0
1437196146.81335187,64482,51,-11,-986,0,-2,1,106,236,-547,0
1437196147.22340798,64864,39,0,-995,1,-5,0,104,239,-544,0
1437196147.65166402,65246,41,-13,-994,-3,-4,-2,105,236,-540,0
1437196147.98972797,65628,47,-7,-991,-4,-1,-1,105,236,-546,0
1437196148.46693587,66010,40,-10,-991,0,-2,-3,106,235,-540,0
1437196148.75916791,66392,42,-1,-995,0,1,1,106,237,-542,0
1437196149.11169600,66773,45,-2,-985,0,-1,3,106,235,-546,0
1437196149.33664393,67154,49,-3,-988,1,0,0,105,239,-541,0
1437196149.70340800,67536,45,-12,-997,0,0,5,106,236,-546,0
1437196150.09151196,67919,41,3,-985,-1,-6,-2,107,235,-547,0
1437196150.47362804,68260,45,-2,-1000,4,-2,-5,106,237,-545,0
1437196150.81906390,68602,42,-1,-992,0,0,3,105,237,-545,0
1437196151.20415998,68944,40,-2,-1003,-2,1,8,106,235,-546,0
1437196151.52226400,69286,42,-5,-999,-4,0,-5,104,236,-540,0
1437196151.78735995,69628,55,-1,-1003,-5,-1,-3,105,238,-544,0
1437196152.13143992,69970,40,-4,-987,2,5,-2,105,237,-546,0
1437196152.50160003,70271,48,-5,-1005,2,-6,-1,105,238,-541,0
1437196152.82190394,70572,45,0,-1002,7,-1,-3,106,235,-541,0
1437196153.16799188,70874,39,1,-1000,-4,1,-5,104,238,-546,0
1437196153.65802002,71175,46,-11,-1002,-1,1,-3,105,239,-543,0
1437196154.05536795,71476,46,1,-999,2,0,0,106,237,-548,0
1437196154.47244787,71778,40,-3,-989,-1,-2,-1,104,238,-543,0
1437196154.82459188,72080,45,0,-997,1,0,3,106,238,-546,0
1437196155.23861194,72381,50,-12,-989,2,-2,3,107,233,-541,0
1437196155.61496401,72724,44,-6,-1004,1,-1,-1,105,239,-542,0
1437196155.85913205,73066,39,0,-998,1,-4,0,106,236,-548,0
1437196156.20428395,73407,52,-10,-995,-1,-9,-1,104,236,-541,0
1437196156.54350805,73749,41,-1,-994,1,-5,-4,104,238,-540,0
1437196156.86547589,74211,41,-3,-1000,0,5,3,106,239,-543,0
1437196157.11466002,74671,48,-7,-991,0,1,0,105,236,-542,0
1437196157.37261987,75173,39,4,-996,6,-1,-4,105,238,-543,0
1437196157.82291985,75675,39,-2,-988,1,-2,1,106,236,-547,0
1437196158.34230804,76178,49,-11,-1007,-5,1,0,105,238,-543,0
1437196158.76840782,76600,50,2,-999,3,-4,4,106,235,-542,0
1437196159.27445602,77022,45,-4,-998,0,-3,1,106,236,-546,0
1437196159.62563586,77404,46,-5,-993,-3,0,0,105,237,-545,0
1437196159.99599600,77785,47,3,-999,-4,2,-5,105,237,-538,0
1437196160.46806788,78126,42,-4,-999,-2,-1,5,106,236,-547,0
1437196160.78587604,78469,42,-6,-989,0,0,6,105,236,-548,0
1437196161.02929997,78810,37,-6,-987,1,-2,0,105,237,-538,0
1437196161.34642386,79151,50,-1,-1001,-3,-2,4,106,236,-544,0
1437196161.68063998,79492,43,-4,-994,6,-1,5,106,236,-547,0
1437196162.02771997,79833,37,-9,-995,-1,-6,-4,106,236,-543,0
1437196162.38188004,80175,52,-7,-990,0,0,-3,106,239,-544,0
1437196162.71697593,80517,42,-12,-987,5,2,1,106,236,-548,0
1437196163.06318402,80859,48,1,-995,0,-1,1,105,239,-546,0
1437196163.41949987,81200,48,2,-1001,3,3,-1,106,240,-543,0
1437196163.75248384,81541,48,-16,-993,-1,1,1,106,236,-546,0
1437196164.09473205,81883,43,-11,-991,3,-6,20,106,236,-540,0
1437196164.37055588,82225,24,-19,-992,0,-5,7,105,238,-539,0
1437196164.76081204,82567,39,-27,-1012,-18,12,-13,105,235,-547,0
1437196165.23800802,82908,47,2,-994,-5,-1,4,103,234,-542,0
1437196165.64815593,83250,39,-7,-983,-18,12,-15,105,235,-538,0
1437196166.01447988,83592,25,-29,-993,4,-3,-2,106,236,-546,0
1437196166.27242398,83933,63,4,-992,-111,103,-27,105,239,-539,0
1437196166.68186402,84275,11,-11,-991,55,-48,15,107,240,-543,0
1437196188.31236005,17754,36,-3,-995,-3,0,-1,105,239,-548,0
1437196188.56041598,17995,35,0,-990,-2,0,-5,102,244,-546,0
1437196188.87066793,18237,34,5,-990,-8,3,-1,102,240,-541,0
1437196189.13780785,18478,45,-3,-993,1,1,-6,102,241,-542,0
1437196189.46012783,18719,40,2,-988,-2,-6,-7,103,240,-548,0
1437196189.69892788,18959,44,-6,-984,0,0,-4,103,242,-545,0
1437196190.11515594,19200,41,-4,-1001,1,1,-5,104,239,-544,0
1437196190.34221196,19442,48,-1,-999,0,1,3,103,243,-545,0
1437196190.68869996,19683,41,-5,-999,0,-3,0,103,240,-551,0
1437196191.03948402,19924,49,-4,-999,0,-6,0,104,238,-549,0
1437196191.34365988,20205,47,-9,-979,3,1,0,105,239,-549,0
1437196191.62279201,20486,38,-1,-999,-2,-4,0,102,243,-545,0
1437196191.88694382,20767,31,-10,-998,0,0,0,104,240,-547,0
1437196192.15199184,21049,44,-2,-986,1,3,4,102,240,-547,0
1437196192.39115191,21330,44,4,-1007,0,6,-2,102,243,-546,0
1437196192.76142383,21732,42,-9,-995,1,4,0,104,238,-543,0
1437196192.98127198,22134,41,-9,-995,0,-2,0,103,239,-548,0
1437196193.23953199,22536,35,-10,-988,0,-2,3,103,235,-545,0
1437196193.46149182,22937,43,-8,-996,1,-4,-7,102,240,-541,0
1437196193.84171200,23338,48,-6,-988,0,-2,1,102,243,-545,0
1437196194.31886387,23739,42,-1,-993,1,2,-2,103,239,-547,0
1437196194.63597989,24100,50,1,-1014,1,-5,0,104,239,-547,0
1437196195.04519200,24462,45,-12,-991,-1,-1,0,102,243,-545,0
1437196195.38341188,24824,31,5,-1006,4,-4,0,105,239,-545,0
1437196195.76845598,25186,37,1,-996,-5,4,-3,104,239,-550,0
1437196196.10751200,25547,40,-6,-998,1,-2,0,105,240,-548,0
1437196196.48782802,25908,49,-14,-1000,3,3,0,102,241,-548,0
1437196196.91395593,26270,46,-3,-994,3,6,0,103,240,-541,0
1437196197.17121196,26632,32,-4,-990,4,-4,4,104,238,-546,0
1437196197.52126789,26994,39,0,-1008,-2,2,-6,102,241,-542,0
1437196197.99443197,27356,44,-5,-996,5,-9,1,102,241,-543,0
1437196198.45421195,27717,40,-7,-1003,0,-2,5,102,239,-548,0
1437196198.71879196,28078,41,-4,-1002,-3,-9,6,102,240,-541,0
1437196198.98281598,28439,53,-5,-996,0,1,7,102,242,-545,0
1437196199.38304782,28802,46,-12,-989,2,-6,0,104,240,-548,0
1437196199.81020784,29124,45,-6,-993,0,3,8,103,240,-547,0
1437196200.04935193,29445,34,-5,-1000,0,-3,-1,103,240,-545,0
1437196200.31641984,29767,36,-4,-993,-2,0,0,103,240,-547,0
1437196200.57846403,30088,43,-9,-985,2,-2,1,102,242,-547,0
1437196200.94719195,30409,43,-15,-1006,0,1,1,102,240,-543,0
1437196201.28191590,30731,44,3,-988,1,0,-2,104,238,-544,0
1437196201.56491184,31053,43,-1,-995,0,-1,1,104,240,-541,0
1437196201.89921999,31375,46,-2,-1002,2,2,-1,101,242,-541,0
1437196202.28318787,31696,43,-1,-1006,2,-5,-9,103,241,-547,0
1437196202.75749588,31978,41,-9,-1000,3,2,4,103,240,-542,0
1437196203.18064785,32259,42,-10,-1001,5,2,7,104,237,-544,0
1437196203.48772788,32541,46,-6,-1006,-2,-4,1,103,238,-543,0
1437196203.70569205,32822,110,60,-1008,-44,41,-29,104,239,-543,0
1437196204.15003204,33104,-108,-121,-1199,426,-729,-732,45,232,-559,0
1437196204.46885204,33425,-45,16,-1057,-485,297,-915,-63,215,-575,0
1437196204.71111584,33747,1,73,-856,201,373,-840,-74,269,-559,0
1437196205.02622795,34068,7,-13,-1082,108,-277,-355,-66,246,-564,0
1437196205.25453186,34390,83,-40,-994,-342,154,328,-98,235,-565,0
1437196205.60051584,34752,78,73,-1021,-161,-97,160,-51,300,-545,0
1437196206.07580400,35114,60,38,-919,10,145,-285,-41,317,-543,0
1437196206.44095993,35475,37,-86,-955,419,-261,-376,-55,347,-528,0
1437196206.69907594,35836,-129,-153,-901,-22,184,-365,-124,266,-551,0
1437196207.11025596,36198,-31,-15,-911,-221,334,-933,-147,271,-545,0
1437196207.46521997,36561,56,-55,-1054,239,-14,-354,-186,234,-552,0
1437196207.89150786,36923,50,9,-1026,-42,-155,-270,-218,181,-557,0
1437196208.12962794,37284,-5,0,-1016,42,-161,-5,-244,162,-550,0
1437196208.35979605,37646,-35,39,-974,49,438,86,-267,160,-539,0
1437196208.76589990,38007,35,-6,-992,-6,10,-7,-240,168,-551,0
1437196209.11901593,38369,28,-3,-1005,0,-9,5,-239,168,-551,0
1437196209.53323984,38732,36,-3,-1002,-1,-3,-7,-236,166,-555,0
1437196209.95941997,39093,31,-3,-999,2,-5,0,-240,168,-551,0
1437196210.21263599,39454,28,-7,-995,-2,0,2,-239,168,-551,0
1437196210.56588387,39815,39,-1,-997,0,0,-3,-238,166,-553,0
1437196210.97982001,40176,26,1,-993,0,-3,3,-239,167,-555,0
1437196211.39310002,40538,34,4,-1015,0,3,3,-240,167,-552,0
1437196211.75122404,40899,34,-6,-992,3,-7,6,-237,164,-552,0
1437196212.15133190,41261,36,-1,-1011,4,0,-1,-237,165,-551,0
1437196212.38857985,41623,26,-5,-985,1,-1,2,-238,164,-550,0
1437196212.61143994,41984,35,-6,-993,6,-3,2,-239,169,-555,0
1437196212.88781595,42346,34,-4,-996,0,3,1,-238,166,-556,0
1437196213.25670791,42708,29,-5,-997,-3,0,-2,-238,168,-555,0
1437196213.60209584,43030,24,0,-1005,1,3,-1,-239,169,-552,0
1437196213.94677591,43352,28,2,-993,0,-2,4,-239,168,-554,0
1437196214.35629988,43673,24,-8,-1000,2,-5,6,-238,167,-549,0
1437196214.70737982,43995,37,0,-992,4,-2,-2,-240,169,-554,0
1437196215.12059188,44317,28,-5,-990,-2,-4,0,-238,167,-556,0
1437196215.53494382,44640,28,-3,-1001,-2,0,-3,-238,163,-551,0
1437196215.86602783,44960,33,-7,-1005,-1,-3,-2,-239,167,-553,0
1437196216.20308399,45281,26,-2,-998,3,-3,-2,-238,167,-555,0
1437196216.42999196,45644,28,-4,-995,0,-2,1,-239,166,-549,0
1437196216.83535194,46005,31,-4,-989,0,2,-3,-238,166,-550,0
1437196217.20141602,46367,30,7,-998,0,0,-5,-238,168,-557,0
1437196217.45623994,46728,26,-13,-988,5,-8,0,-239,169,-548,0
1437196217.86890388,47091,32,-4,-990,2,0,0,-240,168,-553,0
1437196218.25185204,47452,23,4,-1001,4,2,2,-240,170,-553,0
1437196218.49494004,47814,28,-14,-996,0,-5,1,-237,164,-552,0
1437196218.85726786,48177,22,-4,-987,-1,-3,-2,-238,167,-555,0
1437196219.10141993,48538,31,-6,-992,2,-1,1,-242,171,-554,0
1437196219.46438003,48899,31,-9,-1004,3,0,1,-238,164,-551,0
1437196219.89064789,49221,34,8,-985,1,-4,0,-237,167,-556,0
1437196220.12960005,49542,32,-5,-998,1,0,1,-239,170,-552,0
1437196220.39713597,49865,37,7,-998,0,1,-4,-237,165,-551,0
1437196220.71886396,50186,21,-5,-998,0,-2,7,-238,166,-551,0
1437196220.98112392,50468,32,-3,-1001,0,-1,-1,-239,168,-554,0
1437196221.36147594,50748,25,1,-988,2,-3,1,-238,167,-556,0
1437196221.58028793,51029,30,-8,-998,-1,0,3,-240,167,-548,0
1437196221.82043195,51310,31,-4,-991,2,-3,0,-237,165,-556,0
